gender,age,resident_type,cyber_awareness,password_strength,antivirus,socialmedia,occupation,internet_usage,cybercrime_victim,crime,found_solution,reported_crime,not_repoted_reason
M,51,CITY,NO,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,PHISHING,NO,NO,DON’T KNOW HOW TO REPORT
M,52,CITY,NO,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,PHISHING,NO,NO,DON’T KNOW HOW TO REPORT
M,53,CITY,NO,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,PHISHING,NO,NO,DON’T KNOW HOW TO REPORT
M,54,CITY,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,PHISHING,NO,NO,DON’T KNOW HOW TO REPORT
M,54,CITY,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,PHISHING,NO,NO,DON’T KNOW HOW TO REPORT
M,55,CITY,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,PHISHING,NO,NO,DON’T KNOW HOW TO REPORT
M,56,CITY,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,PHISHING,NO,NO,WAS AFRAID
M,57,CITY,NO,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,PHISHING,NO,NO,WAS AFRAID
M,58,CITY,NO,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,PHISHING,NO,NO,WAS AFRAID
M,49,CITY,NO,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,PHISHING,NO,NO,WAS AFRAID
M,60,CITY,NO,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,PHISHING,NO,NO,WAS AFRAID
M,51,CITY,NO,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,YES,PHISHING,NO,YES,WAS AFRAID
M,52,CITY,NO,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,YES,PHISHING,NO,YES,WAS AFRAID
M,53,CITY,NO,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,YES,PHISHING,NO,NO,WAS AFRAID
M,54,CITY,NO,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,YES,PHISHING,NO,YES,WAS AFRAID
M,54,CITY,NO,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,YES,PHISHING,NO,YES,WAS AFRAID
M,55,CITY,NO,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,YES,PHISHING,NO,YES,WAS AFRAID
M,56,CITY,NO,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,YES,MONEY THEFT,NO,YES,WAS AFRAID
M,57,CITY,NO,STRONG,YES,YES,UN EMPLOYED,GREATER THAN 3 HOURS,YES,MONEY THEFT,NO,YES,WAS AFRAID
M,58,CITY,NO,STRONG,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,YES,MONEY THEFT,NO,YES,WAS AFRAID
M,49,CITY,NO,STRONG,YES,YES,UN EMPLOYED,GREATER THAN 3 HOURS,YES,MONEY THEFT,NO,YES,WAS AFRAID
M,60,CITY,NO,STRONG,YES,YES,UN EMPLOYED,GREATER THAN 3 HOURS,YES,MONEY THEFT,NO,YES,WAS AFRAID
M,64,CITY,NO,STRONG,YES,YES,UN EMPLOYED,GREATER THAN 3 HOURS,NO,NO,NA,NA,NA
M,68,CITY,NO,STRONG,YES,YES,UN EMPLOYED,GREATER THAN 3 HOURS,NO,NO,NA,NA,NA
M,69,CITY,NO,STRONG,YES,YES,UN EMPLOYED,GREATER THAN 3 HOURS,NO,NO,NA,NA,NA
M,60,CITY,NO,STRONG,YES,YES,UN EMPLOYED,GREATER THAN 3 HOURS,YES,MONEY THEFT,YES,YES,WAS AFRAID
M,60,CITY,NO,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,YES,MONEY THEFT,YES,NO,WAS AFRAID
M,61,CITY,NO,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,NO,NO,NA,NA,NA
M,62,CITY,NO,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,NO,NO,NA,NA,NA
M,63,CITY,NO,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,NO,NO,NA,NA,NA
M,65,CITY,NO,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,NO,NO,NA,NA,NA
M,70,CITY,NO,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,NO,NO,NA,NA,NA
M,73,CITY,NO,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,NO,NO,NA,NA,NA
M,64,CITY,NO,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,NO,NO,NA,NA,NA
M,68,CITY,NO,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,NO,NO,NA,NA,NA
M,66,CITY,NO,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,NO,NO,NA,NA,NA
M,74,CITY,NO,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,NO,NO,NA,NA,NA
M,70,CITY,NO,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,NO,NO,NA,NA,NA
M,65,CITY,NO,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,NO,NO,NA,NA,NA
M,64,CITY,NO,STRONG,YES,YES,UN EMPLOYED,GREATER THAN 3 HOURS,YES,MONEY THEFT,YES,YES,WAS AFRAID
M,68,CITY,NO,STRONG,YES,YES,UN EMPLOYED,GREATER THAN 3 HOURS,YES,MONEY THEFT,YES,YES,WAS AFRAID
M,69,CITY,NO,STRONG,YES,YES,UN EMPLOYED,GREATER THAN 3 HOURS,NO,NO,NA,NA,NA
M,60,CITY,NO,STRONG,YES,YES,UN EMPLOYED,GREATER THAN 3 HOURS,NO,NO,NA,NA,NA
M,60,CITY,NO,STRONG,YES,YES,UN EMPLOYED,GREATER THAN 3 HOURS,NO,NO,NA,NA,NA
M,61,CITY,NO,STRONG,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,NO,NO,NA,NA,NA
M,62,CITY,NO,STRONG,YES,YES,UN EMPLOYED,GREATER THAN 3 HOURS,NO,NO,NA,NA,NA
M,63,CITY,NO,STRONG,YES,YES,UN EMPLOYED,GREATER THAN 3 HOURS,NO,NO,NA,NA,NA
M,65,CITY,NO,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,NO,NO,NA,NA,NA
M,70,CITY,NO,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,NO,NO,NA,NA,NA
M,73,CITY,NO,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,YES,MONEY THEFT,NO,YES,WAS AFRAID
M,64,CITY,NO,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,YES,MONEY THEFT,NO,YES,WAS AFRAID
M,68,CITY,NO,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,NO,NO,NA,NA,NA
M,66,CITY,NO,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,NO,NO,NA,NA,NA
M,74,CITY,NO,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,NO,NO,NA,NA,NA
M,70,CITY,NO,WEAK,NO,YES,UN EMPLOYED,GREATER THAN 3 HOURS,NO,NO,NA,NA,NA
M,65,CITY,NO,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,WAS AFRAID
M,64,CITY,NO,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,WAS AFRAID
M,68,CITY,NO,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,WAS AFRAID
M,69,CITY,NO,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,MONEY THEFT,NO,NO,WAS AFRAID
M,60,CITY,NO,WEAK,NO,YES,UN EMPLOYED,LESS THAN 1 HOUR,YES,MONEY THEFT,NO,NO,WAS AFRAID
M,60,CITY,NO,WEAK,NO,YES,UN EMPLOYED,LESS THAN 1 HOUR,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,61,CITY,NO,WEAK,NO,YES,SELF EMPLOYED,LESS THAN 1 HOUR,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,62,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,LESS THAN 1 HOUR,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,63,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,LESS THAN 1 HOUR,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,65,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,LESS THAN 1 HOUR,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,70,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,LESS THAN 1 HOUR,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,73,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,LESS THAN 1 HOUR,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,64,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,LESS THAN 1 HOUR,YES,MONEY THEFT,NO,NO,DON’T KNOW HOW TO REPORT
M,68,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,66,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,74,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,70,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,65,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,64,VILLAGE,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,68,CITY,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,69,CITY,NO,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,NO,NO,NA,NA,NA
M,60,CITY,YES,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,YES,NO,WAS AFRAID
M,60,CITY,YES,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,YES,NO,WAS AFRAID
M,61,CITY,YES,WEAK,NO,YES,SELF EMPLOYED,2-3 HOURS,YES,MONEY THEFT,YES,NO,WAS AFRAID
M,62,CITY,YES,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,MONEY THEFT,YES,NO,WAS AFRAID
M,63,CITY,YES,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,MONEY THEFT,YES,NO,WAS AFRAID
M,65,CITY,YES,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,MONEY THEFT,YES,NO,WAS AFRAID
M,70,CITY,YES,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,MONEY THEFT,YES,NO,WAS AFRAID
M,73,CITY,YES,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,MONEY THEFT,YES,NO,WAS AFRAID
M,64,CITY,YES,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,MONEY THEFT,YES,NO,WAS AFRAID
M,68,CITY,YES,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,MONEY THEFT,YES,NO,WAS AFRAID
M,66,CITY,YES,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,MONEY THEFT,YES,YES,WAS AFRAID
M,74,CITY,YES,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,MONEY THEFT,YES,YES,WAS AFRAID
M,70,CITY,YES,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,MONEY THEFT,YES,YES,WAS AFRAID
M,65,CITY,YES,WEAK,NO,YES,UN EMPLOYED,2-3 HOURS,YES,MONEY THEFT,YES,YES,WAS AFRAID
